	AT_vs_LM98	AT_vs_LUv2	LM98_vs_AT	LM98_vs_LUv2	LUv2_vs_AT	LUv2_vs_LM98
Lus10043472	1	0	0	0	0	1
Lus10005780	1	1	1	1	0	1
Lus10005033	1	1	0	0	0	1
Lus10020492	1	1	1	0	0	1
Lus10033685	1	0	1	0	0	1
Lus10002410	1	0	1	1	0	1
Lus10016966	0	0	0	0	0	1
Lus10038887	1	0	1	1	0	1
Lus10008406	0	0	1	1	0	1
Lus10007804	1	0	1	1	0	1
Lus10020404	0	0	1	1	0	1
Lus10039951	1	0	1	1	0	1
Lus10025302	1	1	0	0	0	1
Lus10039569	1	0	0	0	0	1
Lus10013564	1	1	0	1	0	1
Lus10041360	1	1	1	1	0	1
Lus10019809	1	0	0	0	0	1
Lus10006997	0	0	0	1	0	1
Lus10021924	1	1	1	1	0	1
Lus10023684	1	0	0	0	0	1
Lus10022406	0	0	1	1	0	1
Lus10019184	1	0	1	1	0	1
Lus10014230	1	0	1	1	0	1
Lus10016774	1	1	1	0	0	1
Lus10005779	1	1	1	1	0	1
Lus10000933	0	0	1	1	0	1
Lus10035567	1	0	0	0	0	1
Lus10023310	1	1	1	1	0	1
Lus10038980	1	1	1	1	0	1
Lus10005837	1	0	1	1	0	1
Lus10001604	1	1	1	1	0	1
Lus10020598	1	0	1	1	0	1
Lus10007539	1	0	1	1	0	1
Lus10021231	0	0	0	1	0	1
Lus10004499	1	1	1	1	0	1
Lus10007888	0	0	0	0	0	1
Lus10017191	1	1	0	0	0	1
Lus10034716	1	1	1	1	0	1
Lus10019650	0	0	1	1	0	1
Lus10018508	1	0	1	1	0	1
Lus10010362	1	0	1	1	0	1
Lus10040175	1	0	0	0	0	1
Lus10037059	1	1	1	1	0	1
Lus10025037	1	0	0	0	0	1
Lus10038216	1	1	0	0	0	1
Lus10018740	0	0	0	0	0	1
Lus10004000	0	0	1	1	0	1
Lus10039850	1	1	1	1	0	1
Lus10028278	1	0	1	1	0	1
Lus10028577	1	1	1	1	0	1
Lus10035601	1	1	1	1	0	1
Lus10016481	1	1	1	0	0	1
Lus10013558	1	0	0	0	0	1
Lus10029208	1	1	1	1	0	1
Lus10007859	1	1	0	0	0	1
Lus10001768	1	0	1	1	0	1
Lus10017551	1	0	0	0	0	1
Lus10025536	1	0	1	1	0	1
Lus10025336	1	0	1	1	0	1
Lus10010890	1	0	0	1	0	1
Lus10007077	1	0	1	1	0	1
Lus10006402	0	0	1	1	0	1
Lus10040784	1	1	1	1	0	1
Lus10013455	1	0	1	1	0	1
Lus10042048	1	0	0	0	0	1
Lus10030406	1	0	1	1	0	1
Lus10035921	0	0	1	1	0	1
Lus10018307	1	1	1	1	0	1
Lus10035927	1	1	0	1	0	1
Lus10030847	0	0	1	1	0	1
Lus10017162	1	1	1	1	0	1
Lus10026345	1	1	0	0	0	1
Lus10019364	1	0	0	0	0	1
Lus10034353	1	1	1	1	0	1
Lus10019416	0	0	0	1	0	1
Lus10029289	1	1	1	1	0	1
Lus10012668	1	0	1	1	0	1
Lus10024274	0	0	1	1	0	1
Lus10042953	1	0	0	1	0	1
Lus10012840	1	0	1	1	0	1
Lus10020519	1	0	0	0	0	1
Lus10034664	1	0	0	0	0	1
Lus10022746	0	1	0	0	0	1
Lus10004370	1	0	0	1	0	1
Lus10018488	1	0	0	0	0	1
Lus10021750	1	0	1	1	0	1
Lus10022853	1	1	1	1	0	1
Lus10005582	1	0	1	1	0	1
Lus10024064	1	0	0	0	0	1
Lus10020229	1	0	1	1	0	1
Lus10008458	1	0	1	1	0	1
Lus10013855	1	0	0	0	0	1
Lus10023001	1	1	0	1	0	1
Lus10018796	0	1	0	0	0	1
Lus10034241	1	0	1	1	0	1
Lus10003853	1	1	0	0	0	1
Lus10041229	1	1	1	1	0	1
Lus10020490	1	0	0	0	0	1
Lus10025052	0	0	1	1	0	1
Lus10009361	1	1	1	1	0	1
Lus10028609	1	1	0	1	0	1
Lus10027410	1	1	1	1	0	1
Lus10033821	1	1	1	1	0	1
Lus10001312	0	1	1	1	0	1
Lus10012291	1	1	1	0	0	1
Lus10019806	1	0	0	0	0	1
Lus10038418	1	0	1	1	0	1
Lus10008075	1	0	0	0	0	1
Lus10021891	0	0	0	0	0	1
Lus10007846	1	0	1	1	0	1
Lus10036286	1	0	1	1	0	1
Lus10022445	0	0	0	0	0	1
Lus10035306	1	0	1	1	0	1
Lus10020167	1	1	1	1	0	1
Lus10004004	1	1	0	0	0	1
Lus10008725	1	0	1	1	0	1
Lus10024444	0	0	0	0	0	1
Lus10009280	0	0	1	1	0	1
Lus10026799	0	0	0	0	0	1
Lus10007094	1	0	1	1	0	1
Lus10007226	1	1	1	1	0	1
Lus10026157	1	0	1	1	0	1
Lus10020383	1	1	1	1	0	1
Lus10008727	1	1	1	1	0	1
Lus10003405	1	0	1	1	0	1
Lus10001844	1	1	0	0	0	1
Lus10002044	1	0	0	0	0	1
Lus10007418	1	1	0	0	0	1
Lus10031669	1	0	1	1	0	1
Lus10026018	1	0	0	0	0	1
Lus10023644	0	0	1	1	0	1
Lus10025862	1	0	0	0	0	1
Lus10002510	1	0	1	1	0	1
Lus10022476	1	0	1	1	0	1
Lus10018245	1	0	1	1	0	1
Lus10015066	0	1	0	1	0	1
Lus10001303	1	0	1	1	0	1
Lus10001431	0	0	1	0	0	1
Lus10008737	1	1	0	0	0	1
Lus10029550	1	0	0	0	0	1
Lus10027036	1	0	1	1	0	1
Lus10038956	1	1	1	1	0	1
Lus10015685	1	0	1	0	0	1
Lus10039508	1	0	1	1	0	1
Lus10030645	1	1	1	1	0	1
Lus10038904	1	1	1	0	0	1
Lus10008357	1	1	1	1	0	1
Lus10019228	1	1	0	0	0	1
Lus10019988	1	1	0	0	0	1
Lus10021783	1	0	0	0	0	1
Lus10008560	1	0	0	0	0	1
Lus10027537	1	1	1	1	0	1
Lus10033146	1	0	1	1	0	1
Lus10014504	1	0	0	0	0	1
Lus10037410	1	1	1	1	0	1
Lus10003948	1	1	1	1	0	1
Lus10033994	0	0	1	0	0	1
Lus10023482	1	1	1	1	0	1
Lus10015549	1	0	1	1	0	1
Lus10009012	1	0	1	1	0	1
Lus10007326	0	1	0	1	0	1
Lus10007541	1	1	1	1	0	1
Lus10035762	1	0	1	1	0	1
Lus10017975	1	1	1	1	0	1
Lus10020030	1	1	1	1	0	1
Lus10014385	1	1	1	1	0	1
Lus10024008	1	1	0	0	0	1
Lus10013822	1	1	0	1	0	1
Lus10026285	0	0	0	0	0	1
Lus10023458	0	0	1	1	0	1
Lus10008763	0	0	0	0	0	1
Lus10038977	1	0	1	1	0	1
Lus10026051	1	1	1	1	0	1
Lus10023967	1	1	1	1	0	1
Lus10012930	1	0	0	0	0	1
Lus10016612	1	0	1	1	0	1
Lus10012941	0	0	0	0	0	1
Lus10039081	1	0	1	0	0	1
Lus10006069	1	1	1	1	0	1
Lus10003325	1	0	1	1	0	1
Lus10034347	1	0	1	1	0	1
Lus10008162	1	0	1	1	0	1
Lus10016064	1	0	0	0	0	1
Lus10029186	1	1	1	1	0	1
Lus10037235	1	0	1	1	0	1
Lus10013070	0	0	0	0	0	1
Lus10011476	1	1	1	1	0	1
Lus10006425	0	0	1	0	0	1
Lus10029859	1	1	0	0	0	1
Lus10027040	1	1	1	1	0	1
Lus10000867	1	1	1	1	0	1
Lus10011462	1	0	1	1	0	1
Lus10014966	1	0	1	1	0	1
Lus10010476	1	0	0	0	0	1
Lus10035576	1	1	1	1	0	1
Lus10002300	1	0	1	1	0	1
Lus10040808	1	1	1	1	0	1
Lus10041544	1	1	1	1	0	1
Lus10033686	1	0	1	1	0	1
Lus10041250	1	0	1	1	0	1
Lus10029954	1	1	1	1	0	1
Lus10037132	1	1	1	1	0	1
Lus10031622	1	1	1	1	0	1
Lus10043225	1	1	0	0	0	1
Lus10026404	1	0	1	1	0	1
Lus10034606	1	0	1	0	0	1
Lus10042938	1	1	0	1	0	1
Lus10027501	1	1	0	0	0	1
Lus10034859	1	0	0	0	0	1
Lus10017130	1	0	1	1	0	1
Lus10020001	1	1	0	1	0	1
Lus10005023	0	0	1	1	0	1
Lus10026766	1	1	0	1	0	1
Lus10037839	1	0	1	1	0	1
Lus10032194	1	0	1	1	0	1
Lus10031347	1	0	1	1	0	1
Lus10023489	0	0	0	0	0	1
Lus10021913	1	1	0	0	0	1
Lus10029491	0	0	1	1	0	1
Lus10025559	1	0	0	0	0	1
Lus10016625	0	0	0	0	0	1
Lus10014810	1	1	1	1	0	1
Lus10013458	1	0	1	1	0	1
Lus10037352	0	0	0	0	0	1
Lus10028111	1	1	1	1	0	1
Lus10008007	1	0	1	1	0	1
Lus10003593	1	0	1	1	0	1
Lus10014993	1	0	1	1	0	1
Lus10026553	1	1	1	1	0	1
Lus10033912	1	1	1	1	0	1
Lus10038494	1	1	1	1	0	1
Lus10028841	1	1	1	1	0	1
Lus10042109	1	0	0	1	0	1
Lus10018430	1	1	1	1	0	1
Lus10037743	1	0	1	1	0	1
Lus10038583	0	0	1	1	0	1
Lus10034601	1	1	1	1	0	1
Lus10015094	1	0	0	0	0	1
Lus10033387	1	0	1	1	0	1
Lus10003785	1	1	1	0	0	1
Lus10032684	1	1	1	1	0	1
Lus10002342	0	1	1	1	0	1
Lus10015796	1	0	1	1	0	1
Lus10012186	1	0	1	1	0	1
Lus10034853	1	1	0	0	0	1
Lus10028194	1	0	0	0	0	1
Lus10028911	1	1	1	1	0	1
Lus10032494	1	0	0	1	0	1
Lus10001079	1	0	1	1	0	1
Lus10021175	0	0	1	1	0	1
Lus10028813	1	0	1	1	0	1
Lus10024396	1	0	0	0	0	1
Lus10016469	0	0	0	0	0	1
Lus10026258	1	0	1	1	0	1
Lus10003066	1	0	1	1	0	1
Lus10030713	1	0	1	1	0	1
Lus10018417	1	0	1	1	0	1
Lus10027166	1	0	1	1	0	1
Lus10031015	1	0	0	1	0	1
Lus10023229	0	0	1	1	0	1
Lus10007737	1	1	0	1	0	1
Lus10038680	1	1	1	1	0	1
Lus10031572	0	0	1	1	0	1
Lus10033237	0	0	0	0	0	1
Lus10033068	1	1	0	1	0	1
Lus10017753	0	0	1	1	0	1
Lus10002724	1	1	1	1	0	1
Lus10020273	1	1	1	1	0	1
Lus10022156	1	1	1	1	0	1
Lus10012254	0	0	1	1	0	1
Lus10012581	1	1	1	1	0	1
Lus10040755	0	0	1	1	0	1
Lus10006878	0	0	0	0	0	1
Lus10036115	1	0	0	0	0	1
Lus10004130	1	1	1	1	0	1
Lus10008574	1	1	1	1	0	1
Lus10040769	1	0	1	1	0	1
Lus10028572	1	1	0	1	0	1
Lus10023398	0	0	1	1	0	1
Lus10029444	1	0	1	1	0	1
Lus10039804	1	1	1	1	0	1
Lus10041040	1	1	0	0	0	1
Lus10023904	1	0	1	1	0	1
Lus10009413	1	0	0	0	0	1
Lus10007321	0	0	0	0	0	1
Lus10017996	1	0	1	1	0	1
Lus10034754	1	1	0	1	0	1
Lus10041580	1	1	0	0	0	1
Lus10028406	0	0	0	0	0	1
Lus10027909	1	1	1	1	0	1
Lus10030455	1	1	0	0	0	1
Lus10042308	1	1	0	0	0	1
Lus10027531	0	0	1	1	0	1
Lus10043033	1	0	1	1	0	1
Lus10030010	1	1	1	1	0	1
Lus10002781	1	0	1	1	0	1
Lus10015683	0	0	0	0	0	1
Lus10015361	1	1	0	0	0	1
Lus10005857	1	1	0	0	0	1
Lus10037092	1	1	0	0	0	1
Lus10035539	1	0	1	1	0	1
Lus10011260	0	0	1	1	0	1
Lus10005384	1	1	1	1	0	1
Lus10038759	0	1	1	1	0	1
Lus10037565	1	1	1	1	0	1
Lus10023427	0	0	0	1	0	1
Lus10003609	1	1	1	1	0	1
Lus10020014	0	0	0	0	0	1
Lus10023780	1	0	1	1	0	1
Lus10012300	1	1	0	0	0	1
Lus10017627	1	0	0	0	0	1
Lus10015038	1	1	1	1	0	1
Lus10004260	1	1	1	1	0	1
Lus10037422	0	0	0	0	0	1
Lus10020610	1	1	1	1	0	1
Lus10040131	0	0	1	1	0	1
Lus10042865	1	1	1	1	0	1
Lus10019278	0	0	1	1	0	1
Lus10027496	1	1	1	1	0	1
Lus10024918	0	0	1	1	0	1
Lus10013669	1	1	0	0	0	1
Lus10040815	1	1	1	1	0	1
Lus10035011	1	0	1	1	0	1
Lus10008185	1	0	1	1	0	1
Lus10038758	0	0	0	0	0	1
Lus10024339	1	0	0	0	0	1
Lus10030941	0	0	0	0	0	1
Lus10040565	1	0	1	1	0	1
Lus10041787	1	0	1	0	0	1
Lus10029324	1	0	1	1	0	1
Lus10038497	1	0	1	1	0	1
Lus10021702	0	0	0	0	0	1
Lus10038917	1	1	1	1	0	1
Lus10005012	1	1	1	1	0	1
Lus10040370	0	0	0	0	0	1
Lus10025099	1	0	0	0	0	1
Lus10034176	1	1	1	1	0	1
Lus10026571	1	1	0	0	0	1
Lus10024720	1	1	1	1	0	1
Lus10014293	0	0	1	1	0	1
Lus10003351	0	0	0	0	0	1
Lus10039096	1	1	1	1	0	1
Lus10039180	1	1	0	0	0	1
Lus10031554	1	0	0	0	0	1
Lus10013795	0	1	1	1	0	1
Lus10010843	0	0	1	0	0	1
Lus10018557	1	0	1	1	0	1
Lus10005383	1	1	0	0	0	1
Lus10002624	1	1	1	0	0	1
Lus10010486	1	1	1	1	0	1
Lus10023602	0	1	1	1	0	1
Lus10021563	1	0	1	1	0	1
Lus10020202	0	0	0	0	0	1
Lus10011166	1	0	1	1	0	1
Lus10028686	1	1	1	0	0	1
Lus10040177	1	0	0	1	0	1
Lus10039314	1	1	0	0	0	1
Lus10013577	1	1	1	1	0	1
Lus10034275	1	1	0	0	0	1
Lus10029713	0	0	1	1	0	1
Lus10042213	0	0	1	1	0	1
Lus10042818	1	0	0	0	0	1
Lus10015244	1	0	0	0	0	1
Lus10030549	0	0	1	1	0	1
Lus10039733	1	1	1	1	0	1
Lus10010132	1	1	0	0	0	1
Lus10038352	1	1	1	1	0	1
Lus10006493	1	1	0	0	0	1
Lus10039315	1	1	1	0	0	1
Lus10005950	1	1	1	1	0	1
Lus10015840	1	1	1	1	0	1
Lus10003391	1	1	0	1	0	1
Lus10033367	1	1	0	0	0	1
Lus10021415	1	0	0	0	0	1
Lus10003022	0	0	1	1	0	1
Lus10016158	0	0	0	0	0	1
Lus10013491	1	0	1	1	0	1
Lus10019908	1	0	1	1	0	1
Lus10001031	0	0	0	1	0	1
Lus10038351	1	1	1	1	0	1
Lus10004295	0	0	0	0	0	1
Lus10002527	1	0	0	1	0	1
Lus10026148	0	1	0	0	0	1
Lus10040761	1	0	1	1	0	1
Lus10019866	1	0	1	1	0	1
Lus10017025	0	0	1	1	0	1
Lus10012476	0	1	0	0	0	1
Lus10007620	1	0	1	1	0	1
Lus10018544	0	0	0	0	0	1
Lus10030522	0	1	0	0	0	1
Lus10012839	1	0	1	1	0	1
Lus10013258	0	0	0	0	0	1
Lus10034075	1	1	1	1	0	1
Lus10030883	1	0	1	1	0	1
Lus10034023	1	1	1	1	0	1
Lus10030702	1	1	1	1	0	1
Lus10018448	1	1	1	1	0	1
Lus10035413	0	1	1	1	0	1
Lus10026672	0	0	0	0	0	1
Lus10023162	1	0	1	1	0	1
Lus10035286	1	0	1	1	0	1
Lus10033310	1	1	1	0	0	1
Lus10015554	1	1	0	0	0	1
Lus10014559	1	0	0	0	0	1
Lus10015750	1	0	0	0	0	1
Lus10007276	1	1	1	1	0	1
Lus10027058	0	0	0	0	0	1
Lus10035897	0	1	1	0	0	1
Lus10004288	1	0	0	0	0	1
Lus10022166	1	1	1	1	0	1
Lus10013929	1	1	1	0	0	1
Lus10001330	0	0	0	0	0	1
Lus10041541	0	0	0	0	0	1
Lus10012876	0	0	1	1	0	1
Lus10042822	1	0	1	1	0	1
Lus10036244	1	1	0	0	0	1
Lus10025584	1	1	1	1	0	1
Lus10038706	1	1	1	1	0	1
Lus10018552	0	0	0	0	0	1
Lus10022473	1	0	1	1	0	1
Lus10027561	0	0	0	0	0	1
Lus10021412	0	0	1	1	0	1
Lus10037163	1	1	1	1	0	1
Lus10003444	0	0	0	0	0	1
Lus10037160	1	0	0	0	0	1
Lus10030873	1	0	1	1	0	1
Lus10035454	1	0	1	0	0	1
Lus10001406	1	0	1	1	0	1
Lus10042995	1	1	1	1	0	1
Lus10030714	1	0	1	1	0	1
Lus10025146	1	0	1	1	0	1
Lus10040477	1	1	1	1	0	1
Lus10006590	1	1	1	1	0	1
Lus10041347	0	0	1	1	0	1
Lus10000812	1	0	0	0	0	1
Lus10041146	0	0	1	1	0	1
Lus10040066	1	1	0	0	0	1
Lus10037756	0	0	1	1	0	1
Lus10035584	0	0	0	0	0	1
Lus10031137	1	1	1	0	0	1
Lus10034314	1	1	0	0	0	1
Lus10042602	1	1	1	1	0	1
Lus10026174	1	1	1	1	0	1
Lus10022552	1	0	1	1	0	1
Lus10026664	1	1	1	0	0	1
Lus10018465	1	1	1	1	0	1
Lus10028945	1	1	1	1	0	1
Lus10002383	0	0	0	0	0	1
Lus10013194	1	0	1	1	0	1
Lus10021485	1	0	1	1	0	1
Lus10021431	0	0	1	1	0	1
Lus10031816	1	1	0	1	0	1
Lus10017057	0	0	1	1	0	1
Lus10014439	0	1	1	1	0	1
Lus10036042	1	1	0	0	0	1
Lus10041985	0	0	1	1	0	1
Lus10025964	1	1	1	1	0	1
Lus10007015	1	1	0	0	0	1
Lus10005762	1	1	1	1	0	1
Lus10009887	1	1	1	1	0	1
Lus10038774	1	0	1	1	0	1
Lus10023007	1	1	1	1	0	1
Lus10038078	0	0	1	1	0	1
Lus10020618	0	0	1	1	0	1
Lus10036615	0	0	0	0	0	1
Lus10038772	1	0	1	1	0	1
Lus10011041	1	0	1	1	0	1
Lus10036428	1	0	1	1	0	1
Lus10016443	1	1	1	1	0	1
Lus10036802	1	1	0	0	0	1
Lus10007957	0	0	0	0	0	1
Lus10000870	1	1	1	0	0	1
Lus10026082	1	0	0	0	0	1
Lus10040479	1	0	1	1	0	1
Lus10042868	1	0	1	1	0	1
Lus10023327	1	0	1	1	0	1
Lus10002948	1	0	1	1	0	1
Lus10025917	1	1	1	1	0	1
Lus10015558	1	0	1	1	0	1
Lus10033161	1	1	0	0	0	1
Lus10006210	1	0	0	0	0	1
Lus10021939	0	0	0	0	0	1
Lus10023853	0	0	0	0	0	1
Lus10032315	1	1	1	1	0	1
Lus10011968	0	0	1	1	0	1
Lus10029616	1	0	0	0	0	1
Lus10012786	0	0	0	0	0	1
Lus10009123	1	1	1	1	0	1
Lus10005764	1	0	1	1	0	1
Lus10040528	1	0	0	0	0	1
Lus10006189	0	0	0	0	0	1
Lus10039384	1	0	0	0	0	1
Lus10002090	1	1	0	0	0	1
Lus10010529	1	1	0	0	0	1
Lus10030451	0	0	0	1	0	1
Lus10011240	1	0	1	1	0	1
Lus10014893	1	0	0	0	0	1
Lus10026417	0	0	1	1	0	1
Lus10030970	1	1	0	0	0	1
Lus10022198	1	1	1	1	0	1
Lus10031655	1	0	1	1	0	1
Lus10005610	1	1	1	1	0	1
Lus10027099	1	1	1	1	0	1
Lus10031155	0	0	0	0	0	1
Lus10010348	1	0	0	0	0	1
Lus10015349	1	1	1	1	0	1
Lus10016667	1	1	1	1	0	1
Lus10027248	1	0	1	1	0	1
Lus10031657	1	0	0	0	0	1
Lus10026254	1	1	0	0	0	1
Lus10042764	1	0	1	0	0	1
Lus10013101	0	0	0	0	0	1
Lus10008211	0	0	1	1	0	1
Lus10004332	0	0	0	0	0	1
Lus10004791	1	1	1	1	0	1
Lus10015388	1	1	1	0	0	1
Lus10005070	1	1	1	1	0	1
Lus10042770	1	1	1	0	0	1
Lus10006350	0	1	1	0	0	1
Lus10014086	1	0	1	1	0	1
Lus10008227	0	0	1	0	0	1
Lus10035498	1	1	1	1	0	1
Lus10012438	0	0	1	1	0	1
Lus10016271	1	0	1	1	0	1
Lus10013327	1	0	0	0	0	1
Lus10040619	1	1	1	1	0	1
Lus10041447	1	0	1	1	0	1
Lus10025833	1	1	1	1	0	1
Lus10016623	1	1	0	0	0	1
Lus10037061	1	0	1	1	0	1
Lus10041024	0	0	0	0	0	1
Lus10001983	1	1	1	1	0	1
Lus10016589	0	0	1	1	0	1
Lus10028404	1	1	1	1	0	1
Lus10036032	0	0	1	0	0	1
Lus10033825	1	1	1	1	0	1
Lus10043125	0	1	1	1	0	1
Lus10026058	1	1	1	1	0	1
Lus10042913	0	0	1	1	0	1
Lus10042933	0	0	1	1	0	1
Lus10035846	1	0	1	0	0	1
Lus10041449	1	1	1	1	0	1
Lus10031519	0	1	0	0	0	1
Lus10018558	1	1	1	1	0	1
Lus10019503	1	0	0	0	0	1
Lus10029029	1	0	1	1	0	1
Lus10027426	1	1	1	1	0	1
Lus10011136	1	0	0	0	0	1
Lus10036633	0	0	0	1	0	1
Lus10033919	1	1	0	1	0	1
Lus10015640	1	1	1	1	0	1
Lus10043221	1	1	1	1	0	1
Lus10011377	1	1	0	0	0	1
Lus10023736	0	0	1	1	0	1
Lus10005170	1	1	1	1	0	1
Lus10032935	1	0	1	1	0	1
Lus10025483	1	1	0	0	0	1
Lus10027950	1	0	0	0	0	1
Lus10007257	1	0	1	1	0	1
Lus10018856	0	0	0	1	0	1
Lus10006847	1	0	0	0	0	1
Lus10026063	1	1	1	1	0	1
Lus10009190	1	1	1	1	0	1
Lus10034723	1	1	1	1	0	1
Lus10015122	1	0	1	1	0	1
Lus10039446	1	0	1	1	0	1
Lus10035944	1	1	1	1	0	1
Lus10007633	1	0	0	0	0	1
Lus10022649	1	0	1	1	0	1
Lus10021971	1	1	1	1	0	1
Lus10008575	1	1	1	1	0	1
Lus10042758	1	0	0	0	0	1
Lus10028517	1	0	1	1	0	1
Lus10010544	1	0	1	1	0	1
Lus10031728	1	1	1	1	0	1
Lus10040105	1	1	1	0	0	1
Lus10016643	1	0	0	0	0	1
Lus10037232	1	1	0	0	0	1
Lus10043323	1	1	1	1	0	1
Lus10039901	1	1	1	1	0	1
Lus10025084	1	0	1	1	0	1
Lus10027495	1	1	0	1	0	1
Lus10024937	0	0	1	1	0	1
Lus10021124	1	0	1	1	0	1
Lus10032868	1	1	1	1	0	1
Lus10009035	1	0	1	1	0	1
Lus10033158	1	1	1	1	0	1
Lus10003136	1	0	1	1	0	1
Lus10026060	1	0	1	1	0	1
Lus10041973	1	0	1	1	0	1
Lus10009400	1	1	1	1	0	1
Lus10026580	0	0	0	0	0	1
Lus10012756	1	1	1	1	0	1
Lus10009298	1	1	1	1	0	1
Lus10041946	0	0	0	0	0	1
Lus10008974	1	1	1	1	0	1
Lus10026846	1	1	1	1	0	1
Lus10020380	1	1	1	1	0	1
Lus10030621	1	1	1	1	0	1
Lus10037333	0	0	1	1	0	1
Lus10006320	1	1	1	1	0	1
Lus10018322	1	0	0	0	0	1
Lus10040491	1	0	1	1	0	1
Lus10024669	1	0	1	1	0	1
Lus10035894	1	0	0	0	0	1
Lus10008815	1	1	1	1	0	1
Lus10031164	1	1	1	1	0	1
Lus10007250	1	1	0	0	0	1
Lus10024403	1	0	0	0	0	1
Lus10026769	0	0	0	0	0	1
Lus10030040	1	0	0	1	0	1
Lus10036926	1	1	1	1	0	1
Lus10036897	0	1	0	0	0	1
Lus10040285	0	0	1	1	0	1
Lus10027959	1	1	1	1	0	1
Lus10026878	1	1	0	0	0	1
Lus10011110	0	0	0	0	0	1
Lus10016817	0	1	1	1	0	1
Lus10029448	0	0	1	1	0	1
Lus10006340	1	0	1	0	0	1
Lus10042525	0	1	0	1	0	1
Lus10039152	1	0	1	1	0	1
Lus10021050	1	1	0	0	0	1
Lus10026122	1	0	0	0	0	1
Lus10007971	0	0	0	1	0	1
Lus10011272	1	1	1	1	0	1
Lus10024652	1	1	1	1	0	1
Lus10042603	1	1	1	1	0	1
Lus10013794	1	1	0	0	0	1
Lus10027505	1	1	1	0	0	1
Lus10023076	1	0	0	1	0	1
Lus10031258	1	1	1	1	0	1
Lus10019343	0	0	0	0	0	1
Lus10017117	0	0	0	0	0	1
Lus10042998	1	0	0	0	0	1
Lus10012290	0	1	1	0	0	1
Lus10028550	1	0	1	1	0	1
Lus10006076	1	0	0	0	0	1
Lus10031642	0	0	0	0	0	1
Lus10026677	0	0	0	0	0	1
Lus10010458	1	1	1	1	0	1
Lus10040060	1	1	0	0	0	1
Lus10013953	0	0	1	1	0	1
Lus10016383	1	1	1	1	0	1
Lus10017237	1	0	1	1	0	1
Lus10042265	0	0	1	1	0	1
Lus10023530	0	0	0	0	0	1
Lus10041344	1	1	0	0	0	1
Lus10013299	1	0	0	0	0	1
Lus10043091	0	0	1	1	0	1
Lus10013160	1	1	0	0	0	1
Lus10037058	1	0	1	0	0	1
Lus10007988	1	1	0	0	0	1
Lus10034191	1	0	1	1	0	1
Lus10006644	1	0	1	1	0	1
Lus10025271	1	1	0	0	0	1
Lus10005297	0	1	1	1	0	1
Lus10034378	1	1	1	1	0	1
Lus10028295	1	0	1	1	0	1
Lus10014258	0	0	1	1	0	1
Lus10040367	1	0	1	1	0	1
Lus10003340	1	0	1	0	0	1
Lus10030673	1	1	1	1	0	1
Lus10005093	1	0	1	1	0	1
Lus10014614	0	0	0	0	0	1
Lus10041498	1	1	0	0	0	1
Lus10003858	1	0	1	1	0	1
Lus10024458	1	1	1	1	0	1
Lus10029406	1	0	1	1	0	1
Lus10021403	1	1	1	1	0	1
Lus10027848	1	0	1	1	0	1
Lus10038884	1	0	0	0	0	1
Lus10003218	0	0	0	0	0	1
Lus10005200	1	0	1	1	0	1
Lus10027395	1	0	1	1	0	1
Lus10009637	1	0	1	0	0	1
Lus10031294	1	1	1	1	0	1
Lus10024648	0	0	1	1	0	1
Lus10021619	1	1	1	1	0	1
Lus10034765	1	1	1	1	0	1
Lus10027969	1	1	1	1	0	1
Lus10024016	1	1	0	0	0	1
Lus10022825	0	0	0	0	0	1
Lus10039069	1	1	1	1	0	1
Lus10029720	0	0	1	1	0	1
Lus10038866	1	1	0	0	0	1
Lus10024308	0	0	1	1	0	1
Lus10006998	1	1	1	1	0	1
Lus10015766	1	0	1	1	0	1
Lus10031059	1	1	0	0	0	1
Lus10029534	1	1	1	1	0	1
Lus10039900	0	0	1	1	0	1
Lus10000999	0	0	1	1	0	1
Lus10003440	1	0	1	1	0	1
Lus10012262	0	0	0	0	0	1
Lus10030131	0	0	1	1	0	1
Lus10007610	0	0	1	1	0	1
Lus10032891	1	1	1	1	0	1
Lus10037686	1	0	1	1	0	1
Lus10006435	1	0	1	1	0	1
Lus10007169	1	0	0	0	0	1
Lus10027242	1	1	0	0	0	1
Lus10004435	0	0	0	0	0	1
Lus10003438	1	0	0	0	0	1
Lus10040315	1	1	0	0	0	1
Lus10037739	1	0	1	1	0	1
Lus10023238	1	1	1	1	0	1
Lus10042622	1	1	1	1	0	1
Lus10025305	0	0	1	1	0	1
Lus10021092	1	1	1	1	0	1
Lus10019647	1	1	1	0	0	1
Lus10038654	1	0	0	1	0	1
Lus10010159	1	1	1	1	0	1
Lus10011841	1	1	1	1	0	1
Lus10043318	1	1	1	1	0	1
Lus10012358	0	1	1	1	0	1
Lus10008966	1	0	1	1	0	1
Lus10027371	1	0	0	0	0	1
Lus10018575	1	1	1	1	0	1
Lus10028336	0	0	0	0	0	1
Lus10013150	1	1	0	0	0	1
Lus10024982	1	0	0	0	0	1
Lus10036046	1	1	1	1	0	1
Lus10015266	1	1	1	1	0	1
Lus10032911	1	0	1	1	0	1
Lus10026376	1	1	1	1	0	1
Lus10011063	1	0	0	0	0	1
Lus10019204	0	0	0	0	0	1
Lus10042323	1	0	1	1	0	1
Lus10041741	1	0	1	1	0	1
Lus10041482	1	1	1	1	0	1
Lus10006962	0	1	0	0	0	1
Lus10009938	1	1	0	0	0	1
